file_offset,va,pointer_matches,text
0x56963c,0x96aa3c,,map_labo_off_b.bin
0x569650,0x96aa50,,map_labo_on_b.bin
0x569664,0x96aa64,,map_ruin_b.bin
0x569674,0x96aa74,,map_space_b.bin
0x569684,0x96aa84,,map_jungle_b.bin
0x569698,0x96aa98,,map_seabed_b.bin
0x5696ac,0x96aaac,,map_wilds_b.bin
0x5696bc,0x96aabc,,map_crater_b.bin
0x5696d0,0x96aad0,,map_desert_b.bin
0x5696e4,0x96aae4,,map_city02_off_b.bin
0x5696fc,0x96aafc,,map_city02_on_b.bin
0x569710,0x96ab10,,map_city_off_t.bin
0x569724,0x96ab24,,map_city_on_t.bin
0x569738,0x96ab38,,map_forest_t.bin
0x56974c,0x96ab4c,,map_cave_t.bin
0x56975c,0x96ab5c,,map_machine_t.bin
0x569770,0x96ab70,,map_ancient_t.bin
0x569784,0x96ab84,,map_labo_off_t.bin
0x569798,0x96ab98,,map_labo_on_t.bin
0x5697ac,0x96abac,,map_ruin_t.bin
0x5697bc,0x96abbc,,map_space_t.bin
0x5697cc,0x96abcc,,map_jungle_t.bin
0x5697e0,0x96abe0,,map_seabed_t.bin
0x5697f4,0x96abf4,,map_wilds_t.bin
0x569804,0x96ac04,,map_crater_t.bin
0x569818,0x96ac18,,map_desert_t.bin
0x56982c,0x96ac2c,,map_city02_off_t.bin
0x569844,0x96ac44,,map_city02_on_t.bin
0x569858,0x96ac58,,map_city_off_k.bin
0x56986c,0x96ac6c,,map_city_on_k.bin
0x569880,0x96ac80,,map_forest_k.bin
0x569894,0x96ac94,,map_cave_k.bin
0x5698a4,0x96aca4,,map_machine_k.bin
0x5698b8,0x96acb8,,map_ancient_k.bin
0x5698cc,0x96accc,,map_labo_off_k.bin
0x5698e0,0x96ace0,,map_labo_on_k.bin
0x5698f4,0x96acf4,,map_ruin_k.bin
0x569904,0x96ad04,,map_space_k.bin
0x569914,0x96ad14,,map_jungle_k.bin
0x569928,0x96ad28,,map_seabed_k.bin
0x56993c,0x96ad3c,,map_wilds_k.bin
0x56994c,0x96ad4c,,map_crater_k.bin
0x569960,0x96ad60,,map_desert_k.bin
0x569974,0x96ad74,,map_city02_off_k.bin
0x56998c,0x96ad8c,,map_city02_on_k.bin
0x5699a0,0x96ada0,,map_forest_j_u.bin
0x5699b4,0x96adb4,,map_cave_j_u.bin
0x5699c8,0x96adc8,,map_machine_j_u.bin
0x5699dc,0x96addc,,map_ancient_j_u.bin
0x5699f0,0x96adf0,,map_labo_off_j_u.bin
0x569a08,0x96ae08,,map_labo_on_j_u.bin
0x569a1c,0x96ae1c,,map_ruin_j_u.bin
0x569a30,0x96ae30,,map_space_j_u.bin
0x569a44,0x96ae44,,map_jungle_j_u.bin
0x569a58,0x96ae58,,map_seabed_j_u.bin
0x569a6c,0x96ae6c,,map_wilds_j_u.bin
0x569a80,0x96ae80,,map_crater_j_u.bin
0x569a94,0x96ae94,,map_desert_j_u.bin
0x569aa8,0x96aea8,,map_forest_e_u.bin
0x569abc,0x96aebc,,map_cave_e_u.bin
0x569ad0,0x96aed0,,map_machine_e_u.bin
0x569ae4,0x96aee4,,map_ancient_e_u.bin
0x569af8,0x96aef8,,map_labo_off_e_u.bin
0x569b10,0x96af10,,map_labo_on_e_u.bin
0x569b24,0x96af24,,map_ruin_e_u.bin
0x569b38,0x96af38,,map_space_e_u.bin
0x569b4c,0x96af4c,,map_jungle_e_u.bin
0x569b60,0x96af60,,map_seabed_e_u.bin
0x569b74,0x96af74,,map_wilds_e_u.bin
0x569b88,0x96af88,,map_crater_e_u.bin
0x569b9c,0x96af9c,,map_desert_e_u.bin
0x569bb0,0x96afb0,,map_forest_g_u.bin
0x569bc4,0x96afc4,,map_cave_g_u.bin
0x569bd8,0x96afd8,,map_machine_g_u.bin
0x569bec,0x96afec,,map_ancient_g_u.bin
0x569c00,0x96b000,,map_labo_off_g_u.bin
0x569c18,0x96b018,,map_labo_on_g_u.bin
0x569c2c,0x96b02c,,map_ruin_g_u.bin
0x569c40,0x96b040,,map_space_g_u.bin
0x569c54,0x96b054,,map_jungle_g_u.bin
0x569c68,0x96b068,,map_seabed_g_u.bin
0x569c7c,0x96b07c,,map_wilds_g_u.bin
0x569c90,0x96b090,,map_crater_g_u.bin
0x569ca4,0x96b0a4,,map_desert_g_u.bin
0x569cb8,0x96b0b8,,map_forest_f_u.bin
0x569ccc,0x96b0cc,,map_cave_f_u.bin
0x569ce0,0x96b0e0,,map_machine_f_u.bin
0x569cf4,0x96b0f4,,map_ancient_f_u.bin
0x569d08,0x96b108,,map_labo_off_f_u.bin
0x569d20,0x96b120,,map_labo_on_f_u.bin
0x569d34,0x96b134,,map_ruin_f_u.bin
0x569d48,0x96b148,,map_space_f_u.bin
0x569d5c,0x96b15c,,map_jungle_f_u.bin
0x569d70,0x96b170,,map_seabed_f_u.bin
0x569d84,0x96b184,,map_wilds_f_u.bin
0x569d98,0x96b198,,map_crater_f_u.bin
0x569dac,0x96b1ac,,map_desert_f_u.bin
0x569dc0,0x96b1c0,,map_forest_s_u.bin
0x569dd4,0x96b1d4,,map_cave_s_u.bin
0x569de8,0x96b1e8,,map_machine_s_u.bin
0x569dfc,0x96b1fc,,map_ancient_s_u.bin
0x569e10,0x96b210,,map_labo_off_s_u.bin
0x569e28,0x96b228,,map_labo_on_s_u.bin
0x569e3c,0x96b23c,,map_ruin_s_u.bin
0x569e50,0x96b250,,map_space_s_u.bin
0x569e64,0x96b264,,map_jungle_s_u.bin
0x569e78,0x96b278,,map_seabed_s_u.bin
0x569e8c,0x96b28c,,map_wilds_s_u.bin
0x569ea0,0x96b2a0,,map_crater_s_u.bin
0x569eb4,0x96b2b4,,map_desert_s_u.bin
0x569ec8,0x96b2c8,,map_forest_b_u.bin
0x569edc,0x96b2dc,,map_cave_b_u.bin
0x569ef0,0x96b2f0,,map_machine_b_u.bin
0x569f04,0x96b304,,map_ancient_b_u.bin
0x569f18,0x96b318,,map_labo_off_b_u.bin
0x569f30,0x96b330,,map_labo_on_b_u.bin
0x569f44,0x96b344,,map_ruin_b_u.bin
0x569f58,0x96b358,,map_space_b_u.bin
0x569f6c,0x96b36c,,map_jungle_b_u.bin
0x569f80,0x96b380,,map_seabed_b_u.bin
0x569f94,0x96b394,,map_wilds_b_u.bin
0x569fa8,0x96b3a8,,map_crater_b_u.bin
0x569fbc,0x96b3bc,,map_desert_b_u.bin
0x569fd0,0x96b3d0,,map_forest_t_u.bin
0x569fe4,0x96b3e4,,map_cave_t_u.bin
0x569ff8,0x96b3f8,,map_machine_t_u.bin
0x56a00c,0x96b40c,,map_ancient_t_u.bin
0x56a020,0x96b420,,map_labo_off_t_u.bin
0x56a038,0x96b438,,map_labo_on_t_u.bin
0x56a04c,0x96b44c,,map_ruin_t_u.bin
0x56a060,0x96b460,,map_space_t_u.bin
0x56a074,0x96b474,,map_jungle_t_u.bin
0x56a088,0x96b488,,map_seabed_t_u.bin
0x56a09c,0x96b49c,,map_wilds_t_u.bin
0x56a0b0,0x96b4b0,,map_crater_t_u.bin
0x56a0c4,0x96b4c4,,map_desert_t_u.bin
0x56a0d8,0x96b4d8,,map_forest_k_u.bin
0x56a0ec,0x96b4ec,,map_cave_k_u.bin
0x56a100,0x96b500,,map_machine_k_u.bin
0x56a114,0x96b514,,map_ancient_k_u.bin
0x56a128,0x96b528,,map_labo_off_k_u.bin
0x56a140,0x96b540,,map_labo_on_k_u.bin
0x56a154,0x96b554,,map_ruin_k_u.bin
0x56a168,0x96b568,,map_space_k_u.bin
0x56a17c,0x96b57c,,map_jungle_k_u.bin
0x56a190,0x96b590,,map_seabed_k_u.bin
0x56a1a4,0x96b5a4,,map_wilds_k_u.bin
0x56a1b8,0x96b5b8,,map_crater_k_u.bin
0x56a1cc,0x96b5cc,,map_desert_k_u.bin
0x56a35c,0x96b75c,0x6be0e1,dummy.dat
0x56a9d8,0x96bdd8,,quest04
0x56a9e0,0x96bde0,,quest02
0x56a9e8,0x96bde8,,quest01
0x56a9f0,0x96bdf0,,quest03
0x56a9f8,0x96bdf8,,quest05
0x56aa00,0x96be00,,quest06
0x56aa08,0x96be08,,quest07
0x56aa10,0x96be10,,quest08
0x56aa18,0x96be18,,quest09
0x56aa20,0x96be20,,quest10
0x56aa28,0x96be28,,quest11
0x56aa30,0x96be30,,quest12
0x56aa38,0x96be38,,quest13
0x56aa40,0x96be40,,quest14
0x56aa48,0x96be48,,quest15
0x56aa50,0x96be50,,quest16
0x56aa58,0x96be58,,quest17
0x56aa60,0x96be60,,quest18
0x56aa68,0x96be68,,quest19
0x56aa70,0x96be70,,quest20
0x56aa78,0x96be78,,quest21
0x56aa80,0x96be80,,quest22
0x56aa88,0x96be88,,quest23
0x56aa90,0x96be90,,quest24
0x56aa98,0x96be98,,quest25
0x56aaf7,0x96bef7,,Aquest_online
0x56abfc,0x96bffc,0x6d0f1d;0x6d161f;0x6d1abb;0x6d2af1,quest_vm_load
0x56ac20,0x96c020,,questlisthdd
0x56ac30,0x96c030,,_e.dat
0x56ac38,0x96c038,,_g.dat
0x56ac40,0x96c040,,_f.dat
0x56ac48,0x96c048,,_s.dat
0x56ac50,0x96c050,0x6d24ae;0x6d28c1,quest%d
0x56b280,0x96c680,,quest name
0x56b298,0x96c698,,quest title
0x56b32b,0x96c72b,,Aunitxt_shop_j.prs
0x56b340,0x96c740,,unitxt_shop_e.prs
0x56b354,0x96c754,,unitxt_shop_g.prs
0x56b368,0x96c768,,unitxt_shop_f.prs
0x56b37c,0x96c77c,,unitxt_shop_s.prs
0x56b390,0x96c790,,unitxt_shop_cs.prs
0x56b3a4,0x96c7a4,,unitxt_shop_ct.prs
0x56b3b8,0x96c7b8,,unitxt_shop_h.prs
0x56d548,0x96e948,0x705ec4,unitxt_ws_j.prs
0x56d558,0x96e958,0x705ec9,unitxt_ws_e.prs
0x56d568,0x96e968,0x705ed1,unitxt_ws_g.prs
0x56d578,0x96e978,0x705ee1,unitxt_ws_f.prs
0x56d588,0x96e988,0x705ee9,unitxt_ws_s.prs
0x56d598,0x96e998,0x7060ab,ws_data_jp.bin
0x56d5a8,0x96e9a8,0x705fea,ws_data_us.bin
0x56d5b8,0x96e9b8,0x706046,ws_data_es.bin
0x56d5c8,0x96e9c8,0x705f2d,ws_data_de.bin
0x56d5d8,0x96e9d8,0x705f8e,ws_data_fr.bin
0x56da00,0x96ee00,0x70ac89,smutdata.prs
0x5763e8,0x9777e8,,eff_boss09_saint_emilion.dat
0x576fa8,0x9783a8,,BattleParamEntry_on.dat
0x576fc0,0x9783c0,,BattleParamEntry.dat
0x576fd8,0x9783d8,,BattleParamEntry_lab_on.dat
0x576ff4,0x9783f4,,BattleParamEntry_lab.dat
0x577010,0x978410,,BattleParamEntry_ep4_on.dat
0x57702c,0x97842c,,BattleParamEntry_ep4.dat
0x57829f,0x97969f,,Asymbolchat.dat
0x579754,0x97ab54,0x78dfa4,NowLoading.prs
0x57b360,0x97c760,0x793342,unitxt_j.prs
0x57b370,0x97c770,0x79334a,unitxt_e.prs
0x57b380,0x97c780,0x793352,unitxt_g.prs
0x57b390,0x97c790,0x79335a,unitxt_f.prs
0x57b3a0,0x97c7a0,0x793362,unitxt_s.prs
0x57b3b0,0x97c7b0,0x79336a,unitxt_cs.prs
0x57b3c0,0x97c7c0,0x793372,unitxt_ct.prs
0x57b3d0,0x97c7d0,0x79337a,unitxt_h.prs
0x57b508,0x97c908,0x7942c7;0x79436e;0x796713;0x796738,lightentry.bin
0x57de58,0x97f258,0x80b669,bm.bin
0x57de60,0x97f260,0x80b9a2,b.bin
0x57de68,0x97f268,0x80b74d,i.bin
0x57e4d8,0x97f8d8,,map_forest01
0x57e4f8,0x97f8f8,,map_forest02
0x57e518,0x97f918,,map_cave01
0x57e524,0x97f924,,map_cave01_00
0x57e534,0x97f934,,map_cave01_01
0x57e544,0x97f944,,map_cave01_02
0x57e554,0x97f954,,map_cave01_03
0x57e564,0x97f964,,map_cave01_04
0x57e574,0x97f974,,map_cave01_05
0x57e5f0,0x97f9f0,,map_cave02
0x57e5fc,0x97f9fc,,map_cave02_00
0x57e60c,0x97fa0c,,map_cave02_01
0x57e61c,0x97fa1c,,map_cave02_02
0x57e62c,0x97fa2c,,map_cave02_03
0x57e63c,0x97fa3c,,map_cave02_04
0x57e6a8,0x97faa8,,map_cave03
0x57e6b4,0x97fab4,,map_cave03_00
0x57e6c4,0x97fac4,,map_cave03_01
0x57e6d4,0x97fad4,,map_cave03_02
0x57e6e4,0x97fae4,,map_cave03_03
0x57e6f4,0x97faf4,,map_cave03_04
0x57e704,0x97fb04,,map_cave03_05
0x57e780,0x97fb80,,map_machine01
0x57e790,0x97fb90,,map_machine01_00
0x57e7a4,0x97fba4,,map_machine01_01
0x57e7b8,0x97fbb8,,map_machine01_02
0x57e7cc,0x97fbcc,,map_machine01_03
0x57e7e0,0x97fbe0,,map_machine01_04
0x57e7f4,0x97fbf4,,map_machine01_05
0x57e890,0x97fc90,,map_machine02
0x57e8a0,0x97fca0,,map_machine02_00
0x57e8b4,0x97fcb4,,map_machine02_01
0x57e8c8,0x97fcc8,,map_machine02_02
0x57e8dc,0x97fcdc,,map_machine02_03
0x57e8f0,0x97fcf0,,map_machine02_04
0x57e904,0x97fd04,,map_machine02_05
0x57e9a0,0x97fda0,,map_ancient01
0x57e9b0,0x97fdb0,,map_ancient01_00
0x57e9c4,0x97fdc4,,map_ancient01_01
0x57e9d8,0x97fdd8,,map_ancient01_02
0x57e9ec,0x97fdec,,map_ancient01_03
0x57ea00,0x97fe00,,map_ancient01_04
0x57ea88,0x97fe88,,map_ancient02
0x57ea98,0x97fe98,,map_ancient02_00
0x57eaac,0x97feac,,map_ancient02_01
0x57eac0,0x97fec0,,map_ancient02_02
0x57ead4,0x97fed4,,map_ancient02_03
0x57eae8,0x97fee8,,map_ancient02_04
0x57eb70,0x97ff70,,map_ancient03
0x57eb80,0x97ff80,,map_ancient03_00
0x57eb94,0x97ff94,,map_ancient03_01
0x57eba8,0x97ffa8,,map_ancient03_02
0x57ebbc,0x97ffbc,,map_ancient03_03
0x57ebd0,0x97ffd0,,map_ancient03_04
0x57f49c,0x98089c,0x80eff1;0x80f3b0;0x80f3d8;0x80fcb7;0x80fce1,o.dat
0x57f4a4,0x9808a4,0x80f3c4;0x80fccc,o_s.dat
0x57f4ac,0x9808ac,0x80f37a;0x80fc7e,o_c1.dat
0x57f4b8,0x9808b8,0x80f393;0x80fc98,o_d.dat
0x57f4c0,0x9808c0,0x80f13e;0x80f5d9;0x80f601;0x80f8df;0x80f909,e.dat
0x57f4c8,0x9808c8,0x80f5ed;0x80f8f4,e_s.dat
0x57f4d0,0x9808d0,0x80f5a3;0x80f8a6,e_c1.dat
0x57f4dc,0x9808dc,0x80f5bc;0x80f8c0,e_d.dat
0x57f4ef,0x9808ef,,Aad.dat
0x57f4f8,0x9808f8,0x8109cc,d.dat
0x5853f0,0x9867f0,,SE_TOWER_QUEST
0x585604,0x986a04,,SE_NJ_QUEST
0x585980,0x986d80,,SE_SYS_QUEST_OK
0x585990,0x986d90,,SE_SYS_QUEST_GIMON
0x5859a4,0x986da4,,SE_SYS_QUEST_GAAN
0x5859b8,0x986db8,,SE_SYS_QUEST_QUAKE
0x587fc0,0x9893c0,,quest.acx
0x5888f3,0x989cf3,,?%s.prs
0x597aff,0x998eff,,- This application cannot run using the active version of the Microsoft .NET Runtime
0x597d42,0x999142,,This application has requested the Runtime to terminate it in an unusual way.
0x59aa64,0x99be64,0x89f8b4,%s(%d) : (Assembly Error) shader version expected
0x59af08,0x99c308,0x8a0de0,invalid version
0x59af9c,0x99c39c,0x8a1d93,D3DX8 Shader Assembler Version 0.91
0x59b820,0x99cc20,,"Adobe APP14 marker: version %d, flags 0x%04x 0x%04x, transform %d"
0x59bc80,0x99d080,,Requested feature was omitted at compile time
0x59bf4c,0x99d34c,,Unsupported color conversion request
0x59c1bc,0x99d5bc,,"Wrong JPEG library version: library is %d, caller expects %d"
0x59c3cc,0x99d7cc,0x8a4040,zlib version error
0x59c410,0x99d810,0x8a3fcd,Incompatible libpng version in application and library
0x59c480,0x99d880,0x8a40db,PNG file corrupted by ASCII conversion
0x59d940,0x99ed40,,incompatible version
0x6367b4,0xa37bb4,0x8c3957,GetVersionExA
0x6918f4,0xb4b2f4,,"<assembly xmlns=""urn:schemas-microsoft-com:asm.v1"" manifestVersion=""1.0"">"
0x69193f,0xb4b33f,,"   <assemblyIdentity version=""1.0.0.0"" processorArchitecture=""X86"" name=""PsoBB"" type=""win32""></assemblyIdentity>"
0x6919ff,0xb4b3ff,0x48f657;0x5c5e68;0x5c5ead;0x61fad9;0x620171;0x63d28d;0x656d45;0x6580cc,         <requestedPrivileges>
0x691a1f,0xb4b41f,,"            <requestedExecutionLevel level=""requireAdministrator""></requestedExecutionLevel> "
0x691a7e,0xb4b47e,,         </requestedPrivileges>
0x6a3e94,0xb5e894,,ImmSetConversionStatus
0x6a3eae,0xb5e8ae,,ImmGetConversionStatus
0x6a4496,0xb5ee96,,GetVersionExA
